Name,Image URL,Price,Manufacturer,Part #,Chipset,Memory,Memory Type,Core Clock,Boost Clock,Effective Memory Clock,Interface,Color,Frame Sync,Length,TDP,Case Expansion Slot Width,Total Slot Width,Cooling,External Power,HDMI Outputs,DisplayPort Outputs,DVI-D Dual Link Outputs,HDMI 2.1a Outputs,DisplayPort 1.4 Outputs,DisplayPort 1.4a Outputs,DisplayPort 2.1 Outputs,SLI/CrossFire
Asus Phoenix,//cdna.pcpartpicker.com/static/forever/images/product/d4df21435b28936213d8ed0e80f646f3.256p.jpg,$108.12 ,Asus,"PH-550-2G, 90YV0AG9-M0NA00",Radeon RX 550 - 512,2 GB,GDDR5,1100 MHz,1183 MHz,6000 MHz,PCIe x16,Black,FreeSync,192 mm,50 W,2,2,1 Fan,None,N/A,N/A,1,N/A,1,N/A,N/A,2-way CrossFire Capable
MSI ARMOR OC,//cdna.pcpartpicker.com/static/forever/images/product/1c868ac313cec4d5fc80cc590a5461b7.256p.jpg,,MSI,"GeForce GTX 1070 ARMOR 8G OC, GTX 1070 ARMOR 8G OC, V330-003R",GeForce GTX 1070,8 GB,GDDR5,1556 MHz,1746 MHz,8008 MHz,PCIe x16,Black / White,G-Sync,279 mm,150 W,2,2,2 Fans,1 PCIe 8-pin,1,3,1,N/A,N/A,N/A,N/A,2-way SLI Capable
Sparkle ELF,//cdna.pcpartpicker.com/static/forever/images/product/9dace604dee21c7037db33bf6dd29432.256p.jpg,$109.99 ,Sparkle,SA310E-4G,Arc A310,4 GB,GDDR6,1750 MHz,2000 MHz,N/A,PCIe x16,Blue / Black,None,153 mm,30 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PNY Blower,//cdna.pcpartpicker.com/static/forever/images/product/3b8557479cfa11b33256fb3f61591f7d.256p.jpg,$699.00 ,PNY,VCG2080T11BLMPB,GeForce RTX 2080 Ti,11 GB,GDDR6,1350 MHz,1545 MHz,14000 MHz,PCIe x16,Black,G-Sync,267 mm,250 W,2,2,1 Fan,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Gigabyte EAGLE OC,//cdna.pcpartpicker.com/static/forever/images/product/bad4b3ca219d1ffbfd8c50c96f9cbf74.256p.jpg,$999.99 ,Gigabyte,GVN3080EAGLEOC10GD,GeForce RTX 3080 10GB,10 GB,GDDR6X,1440 MHz,1755 MHz,19000 MHz,PCIe x16,Black,G-Sync,320 mm,320 W,2,3,3 Fans,2 PCIe 8-pin,2,3,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte EAGLE,//cdna.pcpartpicker.com/static/forever/images/product/f783170a21b4109f4602916f9846763f.256p.jpg,,Gigabyte,GV-R665XTEAGLE-8GD,Radeon RX 6650 XT,8 GB,GDDR6,2055 MHz,2635 MHz,N/A,PCIe x16,Black / Silver,FreeSync,282 mm,180 W,2,2,3 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A
NVIDIA 900-1G611-2530-000,https://images-na.ssl-images-amazon.com/images/I/41E7pX--WdL.jpg,,NVIDIA,900-1G611-2530-000,Titan Xp,12 GB,GDDR5X,1480 MHz,1582 MHz,11408 MHz,PCIe x16,Black,G-Sync,267 mm,250 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,1,N/A,N/A,N/A,N/A,2-way SLI Capable
AMD 100-300000069,/static/forever/img/no-image.png,,AMD,100-300000069,Radeon RX 7900 XTX,24 GB,GDDR6X,2300 MHz,2500 MHz,N/A,PCIe x16,Black,FreeSync,287 mm,355 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A
Inno3D Twin X2 OC,//cdna.pcpartpicker.com/static/forever/images/product/106b7c7b874d1a9dc8236b006687b3c3.256p.jpg,,Inno3D,N407TS2-166XX-186156W,GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,2340 MHz,2640 MHz,N/A,PCIe x16,White / Silver,G-Sync,250 mm,285 W,2,2,2 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Gigabyte AORUS XTREME WATERFORCE,//cdna.pcpartpicker.com/static/forever/images/product/20d89a9de46c4600d68816897177147a.256p.jpg,"$1,799.00 ",Gigabyte,GV-N309TAORUSX W-24GD,GeForce RTX 3090 Ti,24 GB,GDDR6X,1560 MHz,1935 MHz,N/A,PCIe x16,Black,G-Sync,238 mm,450 W,2,2,360 mm Radiator,1 PCIe 16-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
XFX Speedster MERC 319 Black,//cdna.pcpartpicker.com/static/forever/images/product/b2534939aa2dd0636ec1b09669702ee1.256p.jpg,"$1,014.00 ",XFX,RX-67XTYTBDP,Radeon RX 6700 XT,12 GB,GDDR6,2321 MHz,2622 MHz,16000 MHz,PCIe x16,Black,FreeSync,323 mm,230 W,2,3,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
MSI VENTUS 3X PLUS OC,//cdna.pcpartpicker.com/static/forever/images/product/23bf667dbb8affead918141f26a7256c.256p.jpg,"$1,199.00 ",MSI,"GeForce RTX 3080 VENTUS 3X PLUS 12G OC LHR, RTX 3080 VENTUS 3X PLUS 12G OC LHR, V389-400R",GeForce RTX 3080 12GB LHR,12 GB,GDDR6X,1260 MHz,1740 MHz,19000 MHz,PCIe x16,Black / Gray,G-Sync,305 mm,350 W,2,3,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Gainward Pegasus,//cdna.pcpartpicker.com/static/forever/images/product/afa194be3fc83a62968755d7fbb2e1bf.256p.jpg,,Gainward,"NE63050018JE-1070E, 4182",GeForce RTX 3050 6GB,6 GB,GDDR6,1040 MHz,1470 MHz,N/A,PCIe x16,Black,G-Sync,162 mm,70 W,2,2,1 Fan,None,N/A,N/A,1,N/A,N/A,1,N/A,N/A
Asus ASUS TUF Gaming GeForce RTX 2060 6GB Edition 4K VR Ready HDMI 2.0b DP 1.4 Auto Extreme Graphics Card (TUF-RTX2060-O6G-GAMING),//cdna.pcpartpicker.com/static/forever/images/product/4e9c86626fb3594db6f083d3c70ededa.256p.jpg,,Asus,"TUF-RTX2060-O6G-GAMING, 90YV0CJ1-M0NA00",GeForce RTX 2060,6 GB,GDDR6,1365 MHz,1740 MHz,14000 MHz,PCIe x16,Black / Gray,G-Sync,204 mm,160 W,2,2,2 Fans,1 PCIe 8-pin,2,1,1,N/A,N/A,N/A,N/A,N/A
Palit GamingPro,//cdna.pcpartpicker.com/static/forever/images/product/4db27230cea146e3929f2c55424c3f60.256p.jpg,,Palit,NED307T019P2-1046A,GeForce RTX 3070 Ti,8 GB,GDDR6X,1575 MHz,1770 MHz,19000 MHz,PCIe x16,Black / Silver,G-Sync,294 mm,290 W,2,3,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte AORUS ELITE,//cdna.pcpartpicker.com/static/forever/images/product/e7d4ae153902b5aaafe50503227a9150.256p.jpg,"$1,114.99 ",Gigabyte,GV-N407TAORUS E-12GD,GeForce RTX 4070 Ti,12 GB,GDDR6X,2310 MHz,2655 MHz,N/A,PCIe x16,Black,G-Sync,342 mm,285 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
Gigabyte GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/dadbe13e5bcc5909e4be28918d93b18f.256p.jpg,,Gigabyte,GV-R68GAMING OC-16GD,Radeon RX 6800,16 GB,GDDR6,1815 MHz,2155 MHz,16000 MHz,PCIe x16,Silver / Black,FreeSync,286 mm,250 W,2,3,3 Fans,2 PCIe 8-pin,2,2,N/A,N/A,N/A,N/A,N/A,N/A
Asus Turbo EVO,//cdna.pcpartpicker.com/static/forever/images/product/85cbdc99d1cd4f52a127ad7951e51276.256p.jpg,,Asus,"TURBO-RTX2070S-8G-EVO, 90YV0DK1-M0NA00",GeForce RTX 2070 SUPER,8 GB,GDDR6,1635 MHz,1800 MHz,14000 MHz,PCIe x16,Black,G-Sync,268 mm,215 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI GTX 1050 TI 4GT LP,//cdna.pcpartpicker.com/static/forever/images/product/5349b3d210a0561fa447dc7fdda7b123.256p.jpg,,MSI,"GTX 1050 TI 4GT LP, V809-2404R, GEFORCE GTX 1050 TI 4GT LP",GeForce GTX 1050 Ti,4 GB,GDDR5,1290 MHz,1392 MHz,7008 MHz,PCIe x16,Black / White,G-Sync,182 mm,75 W,2,2,2 Fans,None,1,1,1,N/A,N/A,N/A,N/A,N/A
Asus STRIX GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/56c0d41a776a7823af572cbd454619ea.256p.jpg,$449.00 ,Asus,"ROG-STRIX-RX5600XT-O6G-GAMING, 90YV0EB0-M0NA00",Radeon RX 5600 XT,6 GB,GDDR6,1247 MHz,1770 MHz,12000 MHz,PCIe x16,Black,FreeSync,304 mm,150 W,2,3,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Asus DUAL MINI OC V2,//cdna.pcpartpicker.com/static/forever/images/product/d1af596b0cbc5d44101bfa217b09e2d5.256p.jpg,,Asus,"DUAL-RTX3060TI-O8G-MINI-V2, 90YV0FT2-M0NA00",GeForce RTX 3060 Ti LHR,8 GB,GDDR6,1410 MHz,1710 MHz,14000 MHz,PCIe x16,Black,G-Sync,200 mm,200 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
MSI MECH OC,//cdna.pcpartpicker.com/static/forever/images/product/f35fedb0450427dec520c5efb19d9c46.256p.jpg,,MSI,"Radeon RX 5700 MECH OC, RX 5700 MECH OC, R5700MHC",Radeon RX 5700,8 GB,GDDR6,1515 MHz,1750 MHz,14000 MHz,PCIe x16,Black,FreeSync,232 mm,225 W,2,3,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
MSI SUPRIM X,https://m.media-amazon.com/images/I/51Uu56c3rSS.jpg,,MSI,"GeForce RTX 3080 Ti SUPRIM X 12G, RTX 3080 Ti SUPRIM X 12G, V389-057R",GeForce RTX 3080 Ti,12 GB,GDDR6X,1365 MHz,1845 MHz,19000 MHz,PCIe x16,Black / Silver,G-Sync,336 mm,400 W,2,3,3 Fans,3 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Palit JetStream,//cdna.pcpartpicker.com/static/forever/images/product/02f14950e2a1a0175c09fe90b8f06922.256p.jpg,,Palit,NED4070019K9-1047J,GeForce RTX 4070,12 GB,GDDR6X,1920 MHz,2475 MHz,N/A,PCIe x16,Black,G-Sync,329 mm,200 W,2,4,3 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
Zotac GAMING OC Spider-Man: Across The Spider-Verse,//cdna.pcpartpicker.com/static/forever/images/product/c85feb55d89b06469607ce6f4f1b5822.256p.jpg,,Zotac,ZT-D40600P-10SMP,GeForce RTX 4060,8 GB,GDDR6,1830 MHz,2475 MHz,N/A,PCIe x16,Black,G-Sync,222 mm,115 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
EVGA Black,//cdna.pcpartpicker.com/static/forever/images/product/94f790cceb8fd8101ecad5977bb71b68.256p.jpg,"$1,499.99 ",EVGA,11G-P4-2281-KR,GeForce RTX 2080 Ti,11 GB,GDDR6,1350 MHz,1545 MHz,14000 MHz,PCIe x16,Black / Clear,G-Sync,270 mm,250 W,2,2,2 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI GAMING Z TRIO,https://m.media-amazon.com/images/I/41DZs1et6OL.jpg,,MSI,"GeForce RTX 3070 GAMING Z TRIO 8G LHR, RTX 3070 GAMING Z TRIO 8G LHR, G3070GZTL, RTX 3070 GAMING Z TRIO LHR",GeForce RTX 3070 LHR,8 GB,GDDR6,1500 MHz,1845 MHz,14000 MHz,PCIe x16,Black / Silver,G-Sync,323 mm,240 W,2,3,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte GV-N105TD5-4GD,https://m.media-amazon.com/images/I/41P8R+qMDwL.jpg,$269.99 ,Gigabyte,GV-N105TD5-4GD,GeForce GTX 1050 Ti,4 GB,GDDR5,1290 MHz,1430 MHz,7008 MHz,PCIe x16,Black / Orange,G-Sync,172 mm,75 W,2,2,1 Fan,None,1,1,1,N/A,N/A,N/A,N/A,N/A
MSI GAMING Z,//cdna.pcpartpicker.com/static/forever/images/product/ff0cc916a3acbd9a76c606541930f19f.256p.jpg,,MSI,"GeForce RTX 2070 GAMING Z 8G, RTX 2070 GAMING Z 8G",GeForce RTX 2070,8 GB,GDDR6,1410 MHz,1830 MHz,14000 MHz,PCIe x16,Black,G-Sync,307 mm,185 W,2,3,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Palit JetStream,//cdna.pcpartpicker.com/static/forever/images/product/90ab8dcbbf8a89f7fb219b9e73eb7b3f.256p.jpg,$557.12 ,Palit,NE6406T019T1-1061J,GeForce RTX 4060 Ti,16 GB,GDDR6,2310 MHz,2535 MHz,N/A,PCIe x16,Black,G-Sync,250 mm,165 W,2,3,3 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Gigabyte GAMING,//cdna.pcpartpicker.com/static/forever/images/product/7c58acfc1f7aaff4c3ffa18ed5e9d9c8.256p.jpg,$469.99 ,Gigabyte,GV-RX570GAMING-4GD,Radeon RX 570,4 GB,GDDR5,1168 MHz,1255 MHz,7000 MHz,PCIe x16,Black / Orange,FreeSync,232 mm,150 W,2,2,2 Fans,1 PCIe 8-pin,1,3,1,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Asus TURBO-GTX1070-8G,//cdna.pcpartpicker.com/static/forever/images/product/77fe686ec7d4fa16c1de519d99051758.256p.jpg,$379.00 ,Asus,"TURBO-GTX1070-8G, 90YV09P0-M0NA00",GeForce GTX 1070,8 GB,GDDR5,1506 MHz,1683 MHz,8000 MHz,PCIe x16,Black / Silver,G-Sync,267 mm,150 W,2,2,1 Fan,1 PCIe 8-pin,2,2,1,N/A,N/A,N/A,N/A,2-way SLI Capable
Gigabyte WINDFORCE OC,//cdna.pcpartpicker.com/static/forever/images/product/bc1ab966412054d11c9a4b15e20481fd.256p.jpg,,Gigabyte,GV-N166TWF2OC-6GD,GeForce GTX 1660 Ti,6 GB,GDDR6,1500 MHz,1845 MHz,12000 MHz,PCIe x16,Black / Gray,G-Sync,265 mm,120 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
MSI SUPRIM X,//cdna.pcpartpicker.com/static/forever/images/product/1c1504b717a7b9c706b16ac50890e1d4.256p.jpg,,MSI,"GeForce RTX 3070 Ti SUPRIM X 8G, RTX 3070 Ti SUPRIM X 8G, V505-008R",GeForce RTX 3070 Ti,8 GB,GDDR6X,1575 MHz,1875 MHz,19000 MHz,PCIe x16,Black / Silver,G-Sync,335 mm,310 W,2,3,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Inno3D Twin X2 OC,//cdna.pcpartpicker.com/static/forever/images/product/9d55699f9d86c320605708d7d46c0b67.256p.jpg,,Inno3D,N407TS2-166XX-186156N,GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,2340 MHz,2640 MHz,N/A,PCIe x16,Black / Silver,G-Sync,250 mm,285 W,2,2,2 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Gainward Ghost,//cdna.pcpartpicker.com/static/forever/images/product/f36864bd8ad86e6023a45ae4d158c222.256p.jpg,,Gainward,NED4070019K9-1047B,GeForce RTX 4070,12 GB,GDDR6X,1920 MHz,2475 MHz,N/A,PCIe x16,Black,G-Sync,269 mm,200 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A
Gigabyte GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/39bb45e929b937b52271e77cbf5722ad.256p.jpg,,Gigabyte,GV-N208SGAMINGOC WHITE-8GD,GeForce RTX 2080 SUPER,8 GB,GDDR6,1650 MHz,1845 MHz,15500 MHz,PCIe x16,White,G-Sync,286 mm,250 W,2,3,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
XFX RX-79XMBABF9,https://m.media-amazon.com/images/I/313DjaHVixL.jpg,,XFX,RX-79XMBABF9,Radeon RX 7900 XTX,24 GB,GDDR6,2300 MHz,2500 MHz,N/A,PCIe x16,Black,FreeSync,287 mm,355 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A
ASRock Phantom Gaming OC,//cdna.pcpartpicker.com/static/forever/images/product/ef1ca25129fb59afe874e98b6dbc7bae.256p.jpg,$269.99 ,ASRock,"RX7600 PG 8GO, 90-GA4BZZ-00UANF",Radeon RX 7600,8 GB,GDDR6,1720 MHz,2755 MHz,18000 MHz,PCIe x16,Black,FreeSync,305 mm,165 W,2,3,3 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
PNY VERTO,//cdna.pcpartpicker.com/static/forever/images/product/7dbf6988dfa825b0297b9d89a522cd22.256p.jpg,,PNY,VCG30508DFBPB1,GeForce RTX 3050 8GB,8 GB,GDDR6,1550 MHz,1777 MHz,N/A,PCIe x16,Black,G-Sync,228 mm,130 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
Zotac ZT-P10300A-10L,https://images-eu.ssl-images-amazon.com/images/I/41r2CgK6CSL.jpg,$104.99 ,Zotac,ZT-P10300A-10L,GeForce GT 1030,2 GB,GDDR5,1227 MHz,1468 MHz,6000 MHz,PCIe x16,Black,None,173 mm,30 W,1,1,1 Fan,None,1,N/A,1,N/A,N/A,N/A,N/A,N/A
EVGA XC GAMING,//cdna.pcpartpicker.com/static/forever/images/product/00edd53cd854b5218152139c00e7e1eb.256p.jpg,$599.00 ,EVGA,08G-P4-3172-KR,GeForce RTX 2070 SUPER,8 GB,GDDR6,1605 MHz,1800 MHz,14000 MHz,PCIe x16,Transparent,G-Sync,270 mm,215 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Sapphire NITRO+,//cdna.pcpartpicker.com/static/forever/images/product/6a029c631f7b327c01077c13058d41d1.256p.jpg,,Sapphire,"11265-21-20G, 100411NT+8GSEL",Radeon RX 580,8 GB,GDDR5,1257 MHz,1430 MHz,8400 MHz,PCIe x16,Blue / White,FreeSync,260 mm,250 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,2,2,1,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
PNY VCQP1000-PB,//cdna.pcpartpicker.com/static/forever/images/product/d1fa5d2f54a52c839310898b193d16a5.256p.jpg,$170.84 ,PNY,VCQP1000-PB,Quadro P1000,4 GB,GDDR5,1354 MHz,1455 MHz,7008 MHz,PCIe x16,Black,None,145 mm,47 W,1,1,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte WINDFORCE OC,//cdna.pcpartpicker.com/static/forever/images/product/7a7c868ecd6018007e48c9115eefd5aa.256p.jpg,$449.99 ,Gigabyte,GV-N1650OC-4GD,GeForce GTX 1650 G5,4 GB,GDDR5,1485 MHz,1710 MHz,8002 MHz,PCIe x16,Black / Silver,G-Sync,191 mm,75 W,2,2,2 Fans,None,2,1,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte EAGLE,//cdna.pcpartpicker.com/static/forever/images/product/eb6514ef9d7cba82f2d0e5479af2bf98.256p.jpg,,Gigabyte,GV-N3060EAGLE-12GD,GeForce RTX 3060 12GB,12 GB,GDDR6,1320 MHz,1777 MHz,15000 MHz,PCIe x16,Black,G-Sync,242 mm,170 W,2,2,2 Fans,1 PCIe 8-pin,2,2,N/A,N/A,N/A,N/A,N/A,N/A
MSI AERO,https://images-eu.ssl-images-amazon.com/images/I/41qwNH4KnOL.jpg,$499.00 ,MSI,GTX 1070 Ti AERO 8G,GeForce GTX 1070 Ti,8 GB,GDDR5,1607 MHz,1683 MHz,8008 MHz,PCIe x16,Black / White,G-Sync,269 mm,180 W,2,2,1 Fan,1 PCIe 8-pin,1,3,1,N/A,N/A,N/A,N/A,2-way SLI Capable
Asus DUAL OC,//cdna.pcpartpicker.com/static/forever/images/product/ac258e91ab290647c5ddd3b682e4c3b1.256p.jpg,$889.00 ,Asus,"DUAL-RTX2080TI-O11G, 90YV0C41-M0NM00",GeForce RTX 2080 Ti,11 GB,GDDR6,1350 MHz,N/A,N/A,PCIe x16,Black,G-Sync,268 mm,250 W,2,3,2 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Asus STRIX GAMING,//cdna.pcpartpicker.com/static/forever/images/product/2df6d540a93973f72de6571bba57e587.256p.jpg,,Asus,"ROG-STRIX-RTX3090-24G-GAMING, 90YV0F90-M0NM00",GeForce RTX 3090,24 GB,GDDR6X,1395 MHz,1725 MHz,19500 MHz,PCIe x16,Black,G-Sync,318 mm,350 W,2,3,3 Fans,3 PCIe 8-pin,2,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI ARMOR,//cdna.pcpartpicker.com/static/forever/images/product/02e70451cf72d81ca15d048cf029943e.256p.jpg,,MSI,"GeForce RTX 2070 ARMOR 8G OC, RTX 2070 ARMOR 8G OC, V373-013R",GeForce RTX 2070,8 GB,GDDR6,1410 MHz,1740 MHz,14000 MHz,PCIe x16,Black / Silver,G-Sync,309 mm,185 W,2,3,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
GALAX 1-Click OC 2X,//cdna.pcpartpicker.com/static/forever/images/product/1928009f0bf121cfc8dc29de16653a30.256p.jpg,,GALAX,47SOM7MD9PSU,GeForce RTX 4070 SUPER,12 GB,GDDR6X,1980 MHz,2490 MHz,N/A,PCIe x16,Black,G-Sync,238 mm,220 W,2,3,2 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Zotac GAMING Twin Fan,//cdna.pcpartpicker.com/static/forever/images/product/f0246ab629a89d58b1aa6f203e97a32e.256p.jpg,,Zotac,ZT-T20710F-10P,GeForce RTX 2070 SUPER,8 GB,GDDR6,1605 MHz,1770 MHz,14000 MHz,PCIe x16,Black,G-Sync,268 mm,215 W,2,3,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Sparkle ROC Luna OC,//cdna.pcpartpicker.com/static/forever/images/product/3692e3464437d4e4dbce0ae21a82c78f.256p.jpg,$214.99 ,Sparkle,SA750RW-8GOC,Arc A750,8 GB,GDDR6,2050 MHz,2200 MHz,16000 MHz,PCIe x16,White,None,281 mm,225 W,2,3,2 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Palit GamingPro,//cdna.pcpartpicker.com/static/forever/images/product/11dfc717f46b4537a2ddb5d2bb26217a.256p.jpg,,Palit,NED47TS019T2-1043A,GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,2340 MHz,2610 MHz,N/A,PCIe x16,Black,G-Sync,329 mm,285 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
MSI AERO,https://images-eu.ssl-images-amazon.com/images/I/41vutTrEFHL.jpg,$393.04 ,MSI,RTX 2080 AERO 8G,GeForce RTX 2080,8 GB,GDDR6,1350 MHz,1710 MHz,14000 MHz,PCIe x16,Black / Green,G-Sync,268 mm,215 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
HP C2J92AA,https://m.media-amazon.com/images/I/51JjaaVr+9L.jpg,$83.63 ,HP,C2J92AA,Quadro K600,1 GB,DDR3,876 MHz,N/A,1782 MHz,PCIe x16,Black / Green,None,160 mm,41 W,1,1,1 Fan,None,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
MSI ARMOR OC,//cdna.pcpartpicker.com/static/forever/images/product/4dd6221b488a71d54df27dbc74e15c5a.256p.jpg,$249.42 ,MSI,"GTX 1660 Ti ARMOR 6G OC, GEFORCE GTX 1660 Ti ARMOR 6G OC, V375-041R",GeForce GTX 1660 Ti,6 GB,GDDR6,1500 MHz,1860 MHz,12000 MHz,PCIe x16,Black / White,G-Sync,243 mm,120 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
MSI AERO ITX OC,//cdna.pcpartpicker.com/static/forever/images/product/8cf01b190880406216120cf4c13d95df.256p.jpg,,MSI,"GTX 1660 SUPER AERO ITX OC, GEFORCE GTX 1660 SUPER AERO ITX OC, V809-3262R",GeForce GTX 1660 SUPER,6 GB,GDDR6,1530 MHz,1815 MHz,14000 MHz,PCIe x16,Black / White,G-Sync,179 mm,125 W,2,2,1 Fan,1 PCIe 8-pin,1,1,1,N/A,N/A,N/A,N/A,N/A
NVIDIA 900120052500000,//cdna.pcpartpicker.com/static/forever/images/product/41bfff8bd3d78f89f1ebfa9ca8fcd5f2.med.256p.jpg,,NVIDIA,9.00E+14,GeForce GTX 770,2 GB,GDDR5,1046 MHz,1085 MHz,N/A,PCIe x16,Black / Silver,G-Sync,267 mm,230 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
Zotac MINI,https://m.media-amazon.com/images/I/41rtgDKPVML.jpg,,Zotac,ZT-P10600A-10L,GeForce GTX 1060 6GB,6 GB,GDDR5,1506 MHz,1708 MHz,8000 MHz,PCIe x16,Black / Gray,G-Sync,174 mm,120 W,2,2,1 Fan,1 PCIe 6-pin,1,3,1,N/A,N/A,N/A,N/A,N/A
MSI Radeon RX Vega 56 8G,//cdna.pcpartpicker.com/static/forever/images/product/8c531346ee1dc19f1df3a13ae79709df.256p.jpg,,MSI,Radeon RX Vega 56 8G,Radeon RX VEGA 56,8 GB,HBM2,1156 MHz,1471 MHz,800 MHz,PCIe x16,Black / Red,FreeSync,280 mm,210 W,2,2,1 Fan,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
EVGA XC ULTRA GAMING,//cdna.pcpartpicker.com/static/forever/images/product/35d512b4c49ca04a4ceb73b9b53111c1.256p.jpg,,EVGA,"08G-P4-3183-KR, 08G-P4-3183-KB",GeForce RTX 2080 SUPER,8 GB,GDDR6,1650 MHz,1845 MHz,15500 MHz,PCIe x16,Transparent / Black,G-Sync,270 mm,250 W,3,3,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
