Name,Image URL,Price,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader,Specs Number
Kingston HyperX Fury 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/f1ffc4c40a82b7b15bbb8bdb73c8157f.256p.jpg,,"
Kingston
",HX426C16FB3K2/16,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black
","
12.003 ns
","
16
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
Corsair Vengeance RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/4881bdf9c1572ba6ceabf1fcbf5c361b.256p.jpg,$149.99 ,"
Corsair
",CMH32GX5M2B6400C32W,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.687
","
White / Silver
","
10 ns
","
32
","
1.4 V
","
32-40-40-84
","
Non-ECC / Unbuffered
","
Yes
",13
Gigabyte AORUS RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/e28fcdee79fc1b4371e8efd319a2af27.256p.jpg,,"
Gigabyte
",ARS32G60D5R,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
",N/A,"
Black
","
13.333 ns
","
40
","
1.35 V
","
40-40-40-76
","
Non-ECC / Unbuffered
","
Yes
",12
PNY XLR8 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/675a41e399e723b2251cea95bc468373.256p.jpg,$39.99 ,"
PNY
",MD16GK2D4320016AXR,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.499
","
Black / Red
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Ripjaws X 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/2352962913e9ad87a8a45ab417e202cf.256p.jpg,$30.86 ,"
G.Skill
",F3-12800CL9D-8GBXL,"
DDR3-1600
","
240-pin DIMM (DDR3)
","
2 x 4GB
","
$3.857
","
Black / Red
","
11.25 ns
","
9
","
1.5 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Dominator Titanium 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/5efe810663bb452f96c02505bf22c888.256p.jpg,$289.99 ,"
Corsair
",CMP64GX5M2B6000C30,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$4.531
","
Black
","
10 ns
","
30
","
1.4 V
","
30-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
OLOy Blade RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/3a4d59af0d9346fb0817aa88de6a4236.256p.jpg,$192.99 ,"
OLOy
",ND5U3264320IRKDE,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.015
","
Black
","
10 ns
","
32
","
1.35 V
","
32-38-38-76
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 Neo RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/a4cecff25f58230f3fbae1903d711e49.256p.jpg,$117.99 ,"
G.Skill
",F5-6000J3636F16GX2-TZ5NR,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.687
","
Black
","
12 ns
","
36
","
1.35 V
","
36-36-36-96
","
Non-ECC / Unbuffered
","
No
",13
TEAMGROUP Elite 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/9163c3fe22a733ec7fd492911c252989.256p.jpg,$53.99 ,"
TEAMGROUP
",TED432G2666C19DC01,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$1.687
","
Black
","
14.254 ns
","
19
","
1.2 V
","
19-19-19-43
","
Non-ECC / Unbuffered
","
No
",13
Patriot Viper 3 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/650d0c4ce44a6e160bcb871b4ca9a7d6.256p.jpg,$26.49 ,"
Patriot
",PV316G160C9K,"
DDR3-1600
","
240-pin DIMM (DDR3)
","
2 x 8GB
","
$1.656
","
Black / Silver
","
11.25 ns
","
9
","
1.5 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Trident Z5 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/c13567fa719c0f0778016d7533a480a7.256p.jpg,$112.99 ,"
G.Skill
",F5-6000J3636F16GX2-TZ5K,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.531
","
Black
","
12 ns
","
36
","
1.35 V
","
36-36-36-96
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance LPX 256 GB,//cdna.pcpartpicker.com/static/forever/images/product/8ccbf3dbd4944b9686c9b459c21a5052.256p.jpg,$689.99 ,"
Corsair
",CMK256GX4M8D3600C18,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
8 x 32GB
","
$2.695
","
Black / Yellow
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Dominator Platinum RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/80d3d3bd860b72c7ebcce698e93664cd.256p.jpg,$159.99 ,"
Corsair
",CMT32GX5M2D6000C36,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$5.000
","
Black
","
12 ns
","
36
","
1.35 V
","
36-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws V 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/956d0dd9547920cdd9d5ea2959ba6a4c.256p.jpg,$66.98 ,"
G.Skill
",F4-3200C16S-32GVK,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
1 x 32GB
","
$2.093
","
Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB Pro 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/c1f51ba5ec8eca4838f60ff15e2ff583.256p.jpg,$69.98 ,"
Corsair
",CMW16GX4M2D3000C16,"
DDR4-3000
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$4.374
","
Black
","
10.667 ns
","
16
","
1.35 V
","
16-20-20-38
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Create Classic 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/b3d17b2350df02bb788ba0190c89f135.256p.jpg,$164.99 ,"
TEAMGROUP
",CTCCD564G5600HC46DC01,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$2.578
","
Black
","
16.429 ns
","
46
","
1.1 V
","
46-46-46-90
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Dominator Titanium First Edition 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/3bd86356a8e23b6badf4e2feb416a843.256p.jpg,$289.99 ,"
Corsair
",CMP48GX5M2X7200C36FEW,"
DDR5-7200
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$6.041
","
White
","
10 ns
","
36
","
1.4 V
","
36-46-46-116
","
Non-ECC / Unbuffered
","
Yes
",13
Silicon Power XPOWER Zenith Gaming 64 GB,https://m.media-amazon.com/images/I/41OxIR2UurL.jpg,,"
Silicon Power
",SP064GXLWU60AFDE,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.281
","
Black
","
10 ns
","
30
","
1.35 V
","
30-38-38-96
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Dominator Platinum RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/e493dbfd6481b8cde30ae24032c42414.256p.jpg,$284.99 ,"
Corsair
",CMT64GX5M2B6400C32,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$4.453
","
Black
","
10 ns
","
32
","
1.4 V
","
32-40-40-84
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Delta RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/7531e753d6d899588208a468d46404c6.256p.jpg,$99.99 ,"
TEAMGROUP
",FF3D532G6200HC38ADC01,"
DDR5-6200
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.125
","
Black
","
12.258 ns
","
38
","
1.25 V
","
38-38-38-78
","
Non-ECC / Unbuffered
","
Yes
",13
GOODRAM IRDM PRO 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/378a4440a02d03a3d4f19723bfb95b81.256p.jpg,$80.66 ,"
GOODRAM
",IRP-K3600D4V64L18S/16GDC,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$5.041
","
Black
","
10 ns
","
18
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
TEAMGROUP T-Create Expert 48 GB,https://m.media-amazon.com/images/I/31wJnjLfF8L.jpg,$189.99 ,"
TEAMGROUP
",CTCWD548G7200HC34ADC01,"
DDR5-7200
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$3.958
","
White
","
9.444 ns
","
34
","
1.4 V
","
34-42-42-84
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Venom 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/f872f449bc8dd16bdc142f80e9df1d88.256p.jpg,$164.99 ,"
Patriot
",PVV564G560C40K,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$2.578
","
Black / White
","
12.857 ns
","
36
","
1.35 V
","
36-36-36-68
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance LPX 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/80c6c331bfbd354ff659fefb4b2aacef.256p.jpg,$165.00 ,"
Corsair
",CMK64GX4M4D3600C18,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
4 x 16GB
","
$2.578
","
Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Vulcan Z 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/54b2bfc8b2fcb90cb4690d0567788504.256p.jpg,$26.11 ,"
TEAMGROUP
",TLZGD48G3200HC16C01,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$3.264
","
Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston ValueRAM 1 GB,https://images-fe.ssl-images-amazon.com/images/I/41vOpJwT-%2BL.jpg,$15.00 ,"
Kingston
",KVR667D2N5/1G,"
DDR2-667
","
240-pin DIMM (DDR2)
","
1 x 1GB
","
$15.000
","
Green
","
14.993 ns
","
5
","
1.8 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Crucial Ballistix 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/15df371c35cec4f6d6198e77f5558a2b.256p.jpg,,"
Crucial
",BL2K8G30C15U4R,"
DDR4-3000
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Red
","
10 ns
","
15
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
Mushkin Redline Lumina White 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/e5816b97625101c03a967338f07a30c7.256p.jpg,$124.99 ,"
Mushkin
",MLB5C640A77P16GX2,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.906
","
White
","
9.375 ns
","
30
","
1.35 V
","
30-37-37-96
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Vulcan 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/2929000344103c350650b397d02d4c65.256p.jpg,$94.99 ,"
TEAMGROUP
",FLRD532G6000HC38ADC01,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$2.968
","
Red
","
12.667 ns
","
38
","
1.25 V
","
38-38-38-78
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 96 GB,//cdna.pcpartpicker.com/static/forever/images/product/36e1c3599450e638cdc5330368ab1060.256p.jpg,$362.99 ,"
Corsair
",CMH96GX5M2B6400C32,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 48GB
","
$3.781
","
Black / Silver
","
10 ns
","
32
","
1.4 V
","
32-40-40-84
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/56a12aee0b658701128432341d027cb3.256p.jpg,$127.99 ,"
G.Skill
",F5-6600J3440G16GX2-TZ5RK,"
DDR5-6600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.000
","
Black
","
10.303 ns
","
34
","
1.4 V
","
34-40-40-105
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper 4 Blackout 16 GB,https://images-na.ssl-images-amazon.com/images/I/41kJ%2B0uq4NL.jpg,$44.99 ,"
Patriot
",PVB416G320C6K,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.812
","
Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-36
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB Pro SL 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/1047760c89770e8234e5fc0863cb7b10.256p.jpg,$124.99 ,"
Corsair
",CMH32GX4M2K4000C18,"
DDR4-4000
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$3.906
","
Black
","
9 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Venom 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/dc5648e5dd5b8481dea5d8f5bbf28835.256p.jpg,$114.99 ,"
Patriot
",PVV532G740C36K,"
DDR5-7400
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.593
","
Black / White
","
9.73 ns
","
36
","
1.5 V
","
36-44-44-110
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston HyperX Fury 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/e67996ac91882f9b74bead4e71043939.256p.jpg,,"
Kingston
",HX421C14FBK2/16,"
DDR4-2133
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black / White
","
13.127 ns
","
14
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
Patriot Viper Venom RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/019861a658c73749dbf8130515d30ae1.256p.jpg,$114.99 ,"
Patriot
",PVVR532G600C36K,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.593
","
Black / White
","
12 ns
","
36
","
1.35 V
","
36-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Mushkin Enhanced Redline Stiletto 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/59f8da408249540a279f4ee8554a5f48.256p.jpg,$82.99 ,"
Mushkin
",MRF4U360GKKP16GX2,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.593
","
Black
","
8.889 ns
","
16
","
1.4 V
","
16-19-19-39
","
Non-ECC / Unbuffered
","
Yes
",13
ADATA XPG GAMMIX D20 32 GB,https://m.media-amazon.com/images/I/41OjhcYxXhL.jpg,$130.08 ,"
ADATA
",AX4U320016G16A-DCBK20,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$4.065
","
Black / Silver
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Kingston KTH-PL426LQ/64G 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/84bab0017d5b01009ea3686517f107bc.256p.jpg,$632.00 ,"
Kingston
",KTH-PL426LQ/64G,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
1 x 64GB
","
$9.875
","
Green / Black
","
14.254 ns
","
19
","
1.2 V
",N/A,"
ECC / Registered
","
No
",12
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/b880042150d9c941a0528e7c244af4e6.256p.jpg,,"
TEAMGROUP
",TLTYD416G3200HC16CDC01,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Gold / Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",12
ADATA XPG SPECTRIX D50 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/3e41c18814baef372843d3ab4c5ad72f.256p.jpg,$58.11 ,"
ADATA
",AX4U36008G18I-DT50,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.632
","
Black
","
10 ns
","
18
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Klevv CRAS X RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/8364cbb62bdd4db03b5ca7514f8307b4.256p.jpg,$70.98 ,"
Klevv
",KD4AGU880-36A180X,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.218
","
Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill TridentZ RGB  16 GB,//cdna.pcpartpicker.com/static/forever/images/product/06d3a37182379958da29f83e82b8244e.256p.jpg,$189.00 ,"
G.Skill
",F4-4000C17D-16GTZR,"
DDR4-4000
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$11.812
","
Black
","
8.5 ns
","
17
","
1.35 V
","
17-17-17-37
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws V 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/a64825d073659fa8aac428ac64182671.256p.jpg,$74.98 ,"
G.Skill
",F4-3600C18D-32GVW,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.343
","
White / Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Elite 5 RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/07e852f84747fa0157ba04f506cb22a7.256p.jpg,$55.99 ,"
Patriot
",PVER516G60C42W,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
1 x 16GB
","
$3.499
","
White
","
14 ns
","
42
","
1.35 V
","
42-42-42-82
","
Non-ECC / Unbuffered
","
Yes
",13
Timetec FBA_75TT160UL1R8-4G 16 GB,https://m.media-amazon.com/images/I/51ImSWMMNNL.jpg,$19.98 ,"
Timetec
",FBA_75TT160UL1R8-4G,"
DDR3-1600
","
240-pin DIMM (DDR3)
","
2 x 8GB
","
$1.249
","
Black
","
13.75 ns
","
11
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
TEAMGROUP T-Force Vulcan Z 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/96753a64597c28e46bf80ef7064b214b.256p.jpg,,"
TEAMGROUP
",TLZGD432G3200HC16CDC01,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
",N/A,"
Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",12
TEAMGROUP T-Force Vulcan Z 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/b5f49ca344db13082af4de5bd070be2c.256p.jpg,,"
TEAMGROUP
",TLZGD464G3200HC16FDC01,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 32GB
",N/A,"
Gray
","
10 ns
","
16
","
1.35 V
","
16-20-20-40
","
Non-ECC / Unbuffered
","
Yes
",12
Lexar Ares RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/85c01661e6f34fd553da8d77ff277584.256p.jpg,$116.49 ,"
Lexar
",LD5U16G72C34LA-RGD,"
DDR5-7200
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.640
","
Black / Silver
","
9.444 ns
","
34
","
1.4 V
","
34-42-42-84
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/fe414d3559a9bbb2e092ba5374f6e1ed.256p.jpg,$208.00 ,"
Corsair
",CMK64GX5M2B6000C40,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.250
","
Gray
","
13.333 ns
","
40
","
1.35 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/949ba9c6fd29e196c8bbbc24729ac07d.256p.jpg,$239.99 ,"
G.Skill
",F5-8000J3848H16GX2-TZ5RS,"
DDR5-8000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$7.500
","
Silver / Black
","
9.5 ns
","
38
","
1.45 V
","
38-38-48-128
","
Non-ECC / Unbuffered
","
Yes
",13
Silicon Power XPOWER Turbine RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/4006eff86a0df7cca9e6ee1018321621.256p.jpg,$43.99 ,"
Silicon Power
",SP016GXLZU320BDB,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.749
","
Silver / Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-36
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Delta RGB 64 GB,https://m.media-amazon.com/images/I/419QA+oc1-L.jpg,$134.99 ,"
TEAMGROUP
",TF3D464G3600HC18JDC01,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$2.109
","
Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
ADATA XPG GAMMIX D10 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/c733db78fe3b58cff9fc0ea85e926b86.256p.jpg,,"
ADATA
",AX4U320038G16-DB10,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black / White
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
G.Skill Ripjaws S5 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/5ab2f3645c54dc6a14d2efada8f011c8.256p.jpg,$197.99 ,"
G.Skill
",F5-6000J3636F32GX2-RS5K,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.094
","
Black
","
12 ns
","
36
","
1.35 V
","
36-36-36-96
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Elite II 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/2d2e900270a7ee108195438e806927eb.256p.jpg,$114.99 ,"
Patriot
",PVE2464G360C0K,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$1.797
","
Red / Black
","
11.111 ns
","
20
","
1.35 V
","
20-26-26-46
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z Neo 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/a5aa7db7f572f73b96ca99c21e87cb12.256p.jpg,$146.99 ,"
G.Skill
",F4-3600C18D-64GTZN,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$2.297
","
Silver / Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Elite 5 RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/07d3b527c981286e7f0f3df9a7f4b8cc.256p.jpg,$104.99 ,"
Patriot
",PVER532G70C38KW,"
DDR5-7000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.281
","
White
","
10.857 ns
","
38
","
1.45 V
","
38-48-48-77
","
Non-ECC / Unbuffered
","
Yes
",13
OLOy WarHawk RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/355982eabc8cc1a72b7ff1a224eed629.256p.jpg,,"
OLOy
",MD4U083618BEDA,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.999
","
Black / White
","
10 ns
","
18
","
1.35 V
","
18-20-20-40
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB Pro SL 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/73834bdaec7fa1b9bd7f96d2266dee4c.256p.jpg,$59.99 ,"
Corsair
",CMH16GX4M2E3200C16,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.749
","
Black
","
10 ns
","
16
","
1.35 V
","
16-20-20-38
","
Non-ECC / Unbuffered
","
Yes
",13
OCZ Fatal1ty Edition 4 GB,https://m.media-amazon.com/images/I/41m5fIHSgqL.jpg,$119.96 ,"
OCZ
",OCZ2F8004GK,"
DDR2-800
","
240-pin DIMM (DDR2)
","
2 x 2GB
","
$29.990
","
Black
","
12.5 ns
","
5
","
2.1 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Kingston FURY Renegade 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/dec2aec71f1039f97726685415ff5459.256p.jpg,$239.99 ,"
Kingston
",KF560C32RSAK2-64,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.750
","
Silver / Black
","
10.667 ns
","
32
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Patriot Viper 3 8 GB,https://m.media-amazon.com/images/I/41qqKfmwKcL.jpg,$17.98 ,"
Patriot
",PV38G160C9K,"
DDR3-1600
","
240-pin DIMM (DDR3)
","
2 x 4GB
","
$2.248
","
Black / Silver
","
11.25 ns
","
9
","
1.5 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
TEAMGROUP Elite 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/8102c4143268aeb188d8b16f017541b7.256p.jpg,$77.98 ,"
TEAMGROUP
",TED532G5600C46DC01,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$2.437
","
Black
","
16.429 ns
","
46
","
1.1 V
","
46-46-46-90
","
Non-ECC / Unbuffered
","
No
",13
Kingston FURY Beast 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/a3be96b8a0661a311ecf0e960adedbb4.256p.jpg,$76.16 ,"
Kingston
",KF552C36BBEK2-16,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 8GB
","
$4.760
","
Black / Silver
","
13.846 ns
","
36
","
1.25 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
TEAMGROUP T-Create Expert 96 GB,https://m.media-amazon.com/images/I/41koeAqxxJL.jpg,$355.99 ,"
TEAMGROUP
",CTCED596G6800HC36DDC01,"
DDR5-6800
","
288-pin DIMM (DDR5)
","
2 x 48GB
","
$3.708
","
Black
","
10.588 ns
","
36
","
1.4 V
","
36-46-46-84
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston FURY Renegade 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/0e42703e8d017a50222a261bbda64d4a.256p.jpg,,"
Kingston
",KF453C20RBK2/16,"
DDR4-5333
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black
","
7.5 ns
","
20
","
1.6 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
Crucial CT4K32G4LFQ4213 128 GB,https://images-na.ssl-images-amazon.com/images/I/41%2B2%2B5suuAL.jpg,,"
Crucial
",CT4K32G4LFQ4213,"
DDR4-2133
","
288-pin DIMM (DDR4)
","
4 x 32GB
",N/A,"
Black / Green
","
14.065 ns
","
15
","
1.2 V
",N/A,"
ECC / Registered
","
No
",11
