Name,Image URL,Price,Manufacturer,Model,Part #,Fan RPM,Noise Level,Color,Height,CPU Socket,Water Cooled,Fanless,Specs Number
ID-COOLING DASHFLOW 240 BASIC,https://m.media-amazon.com/images/I/31Hotg5WizL.jpg,$64.98 ,ID-COOLING,DASHFLOW 240 BASIC,DASHFLOW 240 BASIC WHITE,700 - 1800 RPM,15.2 - 35.2 dB,White,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Thermaltake TH360 V2 Ultra ARGB Sync,//cdna.pcpartpicker.com/static/forever/images/product/5bbe33103c1f0d1233f3534b5c79c9eb.256p.jpg,$159.99 ,Thermaltake,TH360 V2 Ultra ARGB Sync,CL-W384-PL12SW-A,500 - 1800 RPM,25.8 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Cooler Master Hyper 620S,https://m.media-amazon.com/images/I/513FSNEYsTL.jpg,$49.99 ,Cooler Master,Hyper 620S,RR-D6NA-17PA-R1,350 - 1750 RPM,27.2 dB,Black / Silver,155 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
Thermalright Burst Assassin,https://m.media-amazon.com/images/I/41SeTlPB1YL.jpg,$21.90 ,Thermalright,N/A,"BA120, BA120-D3, BA120-D2",1550 RPM,25.6 dB,Gray / Black,154 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Corsair H100x,//cdna.pcpartpicker.com/static/forever/images/product/2191a293d407f911a0f88a2e83171bf8.256p.jpg,$299.99 ,Corsair,H100x,CW-9060040-WW,1700 RPM,37 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Cooler Master MasterLiquid ML360L ARGB V2,//cdna.pcpartpicker.com/static/forever/images/product/d6b5444ef5c1e5a9284eb38198f94010.256p.jpg,$119.99 ,Cooler Master,MasterLiquid ML360L ARGB V2,MLW-D36M-A18PW-RW,650 - 1800 RPM,8 - 27 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Corsair iCUE LINK H100i RGB,//cdna.pcpartpicker.com/static/forever/images/product/c1db69037915b13276da7179abb41ee2.256p.jpg,$169.99 ,Corsair,iCUE LINK H100i RGB,CW-9061005-WW,480 - 2400 RPM,N/A,White,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 240 mm,No,8
Gigabyte AORUS WATERFORCE X II 360,//cdna.pcpartpicker.com/static/forever/images/product/2809f936c37f569bc66dc16bf827edb3.256p.jpg,$259.99 ,Gigabyte,N/A,"AORUS WATERFORCE X II 360, GP-AORUS WATERFORCE X II 360",800 - 2400 RPM,12 - 37.5 dB,Black,78 mm,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,9
MSI MAG CORELIQUID 240R V2,//cdna.pcpartpicker.com/static/forever/images/product/f06a636d0b922022d860c4ca170b7121.256p.jpg,$99.00 ,MSI,MAG CORELIQUID 240R V2,"MAG CORELIQUID 240R V2 WHITE, 306-7ZW1B50-813",500 - 2000 RPM,14.3 - 34.3 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Cooler Master Hyper 622 Halo,//cdna.pcpartpicker.com/static/forever/images/product/2f8ae62566d8b771d63ff10fbf2b408c.256p.jpg,$49.99 ,Cooler Master,Hyper 622 Halo,RR-D6BB-20PA-R1,650 - 2050 RPM,27 dB,Black,157 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
ID-COOLING IS-55 ARGB,https://m.media-amazon.com/images/I/4161HI5bM4L.jpg,$39.99 ,ID-COOLING,N/A,IS-55 ARGB,500 - 2000 RPM,31.2 dB,Black,55 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Deepcool AK500 DIGITAL WH,//cdna.pcpartpicker.com/static/forever/images/product/a15dfc81afeb0aff549eee773f1c8ec6.256p.jpg,$64.99 ,Deepcool,AK500 DIGITAL WH,"R-AK500-WHADMN-G, AK500 DIGITAL WH",500 - 1850 RPM,28 dB,White,160 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Corsair iCUE LINK H170i RGB,//cdna.pcpartpicker.com/static/forever/images/product/867137585e298a8119d01a310e7ff726.256p.jpg,$269.99 ,Corsair,iCUE LINK H170i RGB,CW-9061004-WW,400 - 2000 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 420 mm,No,8
Deepcool LS520 WH,//cdna.pcpartpicker.com/static/forever/images/product/9d9318d3995e3c72746192cbbee795d1.256p.jpg,$103.01 ,Deepcool,LS520 WH,"R-LS520-WHAMNT-G-1, LS520 WH",500 - 2250 RPM,32.9 dB,White,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
MSI MAG CORELIQUID M240,//cdna.pcpartpicker.com/static/forever/images/product/1c4f1381638a27b6f7705e0cf52d8830.256p.jpg,$69.00 ,MSI,N/A,"MAG CORELIQUID M240, 306-7ZW4R14-813",500 - 2000 RPM,14.3 - 34.3 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Cooler Master I70C,//cdna.pcpartpicker.com/static/forever/images/product/0e1d5e86dcc117ddf1ca918cd70c71ae.256p.jpg,$24.99 ,Cooler Master,N/A,RR-I7C7-18PA-R1,650 - 1800 RPM,28 dB,Black / Silver,70 mm,LGA1700,No,No,9
Inter-Tech ALSEYE W90,https://m.media-amazon.com/images/I/412ZRQrmLmL.jpg,$39.99 ,Inter-Tech,ALSEYE W90,W90,3000 RPM,36.7 dB,White / Black,82 mm,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
Deepcool AG300,//cdna.pcpartpicker.com/static/forever/images/product/f081af159c0c28a944da061775f784a5.256p.jpg,,Deepcool,N/A,R-AG300-BKNNMN-G,500 - 3050 RPM,30.5 dB,Black / Silver,133 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
NZXT T120,//cdna.pcpartpicker.com/static/forever/images/product/6ffb79be2b5a5ce66c77d24fb384aa25.256p.jpg,$49.99 ,NZXT,N/A,RC-TN120-W1,500 - 1800 RPM,17.9 - 30.6 dB,White,159 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Cooler Master MasterLiquid ML280 Mirror,//cdna.pcpartpicker.com/static/forever/images/product/01020c82f803219922bb5251cff3ba2a.256p.jpg,$150.99 ,Cooler Master,MasterLiquid ML280 Mirror,MLX-D28M-A14PK-R1,650 - 1400 RPM,10 - 27 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,9
Cooler Master MasterLiquid Lite 240,//cdna.pcpartpicker.com/static/forever/images/product/936fbad6cac2656c3a04f059e2c15fd2.256p.jpg,,Cooler Master,MasterLiquid Lite 240,MLW-D24M-A20PW-R1,650 - 2000 RPM,6 - 30 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Corsair iCUE LINK H100i LCD,//cdna.pcpartpicker.com/static/forever/images/product/be46c96e42529a75a61ca2ac3559a7e0.256p.jpg,$289.99 ,Corsair,iCUE LINK H100i LCD,CW-9061007-WW,480 - 2400 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 240 mm,No,8
Thermalright Assassin X 120 V2,https://m.media-amazon.com/images/I/51SEO-dVyNL.jpg,$18.19 ,Thermalright,Assassin X 120 V2,AX120 V2,1500 RPM,25.6 dB,Black / Silver,154 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
Lian Li Galahad II LCD,//cdna.pcpartpicker.com/static/forever/images/product/7236a95e4c13c80bc2cec8752149702f.256p.jpg,$199.99 ,Lian Li,N/A,GA2ALCD28W,300 - 1550 RPM,26.7 dB,White,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 280 mm,No,8
ARCTIC Freezer 7 X CO,//cdna.pcpartpicker.com/static/forever/images/product/35d957902577f816971b98902de228a9.256p.jpg,$26.99 ,ARCTIC,Freezer 7 X CO,ACFRE00085A,300 - 2000 RPM,N/A,Black / Silver,132 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,9
ID-COOLING AURAFLOW X,//cdna.pcpartpicker.com/static/forever/images/product/f9e1f90986fc9145cf2093855a1e1f36.256p.jpg,$59.99 ,ID-COOLING,N/A,AURAFLOW X 240,700 - 1800 RPM,18 - 35.2 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Zalman CNPS9X Performa ARGB,https://m.media-amazon.com/images/I/41xQ97RzAbL.jpg,$24.99 ,Zalman,N/A,CNPS9X Performa ARGB Black,700 - 1800 RPM,28 dB,Black,157 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
EK AIO 280 D-RGB,//cdna.pcpartpicker.com/static/forever/images/product/d86052340429ded69a94fa65ad8bc642.256p.jpg,$113.59 ,EK,AIO 280 D-RGB,"EK-AIO 280 D-RGB, EK-AIO-280, 3831109829844",500 - 2000 RPM,36.4 dB,Black / Translucent White,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,9
EK AIO Basic 240,https://m.media-amazon.com/images/I/31ztSa2gCuL.jpg,,EK,AIO Basic 240,"EK-AIO Basic 240, AIO-BASIC-240, 3831109832493",550 - 2200 RPM,33.5 dB,Black,53 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,10
Thermaltake TH420 V2 Ultra ARGB Sync,https://m.media-amazon.com/images/I/318X-FAjnEL.jpg,$149.99 ,Thermaltake,TH420 V2 Ultra ARGB Sync,CL-W407-PL14SW-A,500 - 2000 RPM,34.7 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 420 mm,No,9
Corsair iCUE H115i ELITE CAPELLIX,//cdna.pcpartpicker.com/static/forever/images/product/96b3a32edd17cf062baa8e79ff31bb3d.256p.jpg,$215.00 ,Corsair,iCUE H115i ELITE CAPELLIX,CW-9060047-WW,2000 RPM,10 - 36 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,9
Thermalright Frost Commander 140,https://m.media-amazon.com/images/I/41uUf0kV3OL.jpg,$39.79 ,Thermalright,Frost Commander 140,"FC140 White, FC140 White-d3, FC140 WHITE-d6",1800 RPM,30.2 dB,White,158 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
ARCTIC Liquid Freezer II 360 Rev. 2,//cdna.pcpartpicker.com/static/forever/images/product/a46309287ab37bfb79f4480a18ac33f1.256p.jpg,,ARCTIC,Liquid Freezer II 360 Rev. 2,ACFRE00068B,200 - 1800 RPM,N/A,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Deepcool Assassin 4S,//cdna.pcpartpicker.com/static/forever/images/product/51e94b5f13599286540dc7fb6c101e90.256p.jpg,$79.98 ,Deepcool,N/A,R-ASN4S-WHGPMN-G,500 - 1800 RPM,29.3 dB,White,164 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Cooler Master MasterLiquid ML240 Illusion,//cdna.pcpartpicker.com/static/forever/images/product/628b6b76bd5c0ee6aadc29d45638bd9d.256p.jpg,$127.04 ,Cooler Master,MasterLiquid ML240 Illusion,MLX-D24M-A18P2-R1,650 - 1800 RPM,6 - 30 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Thermalright SI-100 WHITE ARGB,https://m.media-amazon.com/images/I/41opxaxo+7L.jpg,$26.90 ,Thermalright,N/A,SI-100 WHITE ARGB,2000 RPM,27.7 dB,White,100 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Thermaltake Contact 9 SE,//cdna.pcpartpicker.com/static/forever/images/product/d8d5587e5e3ae0eb755206c063c16f1f.256p.jpg,$14.99 ,Thermaltake,N/A,CL-P106-AL09WT-A,800 - 2000 RPM,24.5 dB,Black / Silver,131 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Cooler Master MasterLiquid ML240L V2 RGB,//cdna.pcpartpicker.com/static/forever/images/product/2c03335f73ba12d4fc6b612a3f042eb8.256p.jpg,$129.90 ,Cooler Master,MasterLiquid ML240L V2 RGB,MLW-D24M-A18PC-RW,650 - 1800 RPM,8 - 27 dB,White / Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Vetroo V360,//cdna.pcpartpicker.com/static/forever/images/product/b09df0612cbd8cb35346a5d2ac6a5437.256p.jpg,$86.99 ,Vetroo,V360,VT-AIO-V360-BK,800 - 1800 RPM,N/A,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Thermalright Silver Soul 110,https://m.media-amazon.com/images/I/41bAbeoiG9L.jpg,$28.90 ,Thermalright,Silver Soul 110,SS110 WHITE,2500 RPM,23 dB,White,110 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
be quiet! Pure Loop 2 FX,//cdna.pcpartpicker.com/static/forever/images/product/0bb4aa2d9ad9a55c9cdbe69629992049.256p.jpg,$109.90 ,be quiet!,N/A,"BW014, PURE LOOP 2 FX 280mm",N/A,10.8 - 32.8 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,7
APNX AP1-V,https://m.media-amazon.com/images/I/419Ww05aV2L.jpg,$49.90 ,APNX,N/A,"AP1-5pipe ARGB BK, APTC-PF30517.11, APNX-A1-5PIPE-ARGB-BK",600 - 1800 RPM,16.1 - 32.8 dB,Black,165 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Corsair H115i RGB PLATINUM,//cdna.pcpartpicker.com/static/forever/images/product/36febda881c7026f237ab4a76ccb003c.256p.jpg,$289.00 ,Corsair,H115i RGB PLATINUM,CW-9060038-WW,2000 RPM,37 dB,Black / Silver,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,9
Phanteks GLACIER ONE 420D30,//cdna.pcpartpicker.com/static/forever/images/product/639f3d1364f7ae5fd02d00492a34efd6.256p.jpg,$189.99 ,Phanteks,GLACIER ONE 420D30,PH-GO420D30_DBK01,250 - 1800 RPM,29.5 dB,Black,51 mm,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 420 mm,No,10
Lian Li GALAHAD AIO 240 RGB UNI FAN SL120 EDITION,https://m.media-amazon.com/images/I/41wwn6pOtYL.jpg,$225.01 ,Lian Li,GALAHAD AIO 240 RGB UNI FAN SL120 EDITION,"GA-240SLA, Galahad AIO 240 SL v2 White, G89.GA240SLA.01",800 - 1900 RPM,32 dB,White / Silver,62 mm,"AM4, AM5, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,10
Scythe Mugen 6 Dual Fan,//cdna.pcpartpicker.com/static/forever/images/product/fe493b7acbc32629a01695a1b5fda3d3.256p.jpg,$54.99 ,Scythe,Mugen 6 Dual Fan,SCMG-6000DBE,300 - 2000 RPM,3 - 26.88 dB,Black,154 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
Thermalright Frozen Edge,https://m.media-amazon.com/images/I/31ZIajtGDfL.jpg,,Thermalright,N/A,FE360 Black,2150 RPM,28.1 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Cooler Master MasterLiquid PL360 FLUX,//cdna.pcpartpicker.com/static/forever/images/product/53484934833f624186a7ccf1c7ef28c2.256p.jpg,$175.99 ,Cooler Master,MasterLiquid PL360 FLUX,MLY-D36M-A23PZ-R1,N/A,32 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
MSI MAG CORELIQUID 360R V2,//cdna.pcpartpicker.com/static/forever/images/product/2b3cadf8c393563bcf660a9199b4c01c.256p.jpg,$139.19 ,MSI,MAG CORELIQUID 360R V2,"MAG CORELIQUID 360R V2 WHITE, 306-7ZW1B53-813",500 - 2000 RPM,14.3 - 34.3 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700",Yes - 360 mm,No,9
Thermaltake TH360 V2 Ultra ARGB Sync,https://m.media-amazon.com/images/I/31slXs3MoHL.jpg,$159.99 ,Thermaltake,TH360 V2 Ultra ARGB Sync,CL-W405-PL12SW-A,500 - 1800 RPM,25.8 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
ID-COOLING SL360,https://m.media-amazon.com/images/I/41-RWX90VIL.jpg,$189.99 ,ID-COOLING,SL360,SL360 WHITE,500 - 2000 RPM,29.9 dB,White,58 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,10
Noctua NH-L9x65 SE-AM4,//cdna.pcpartpicker.com/static/forever/images/product/8908f54ec97a1262296a05ef496f0973.256p.jpg,$59.95 ,Noctua,N/A,NH-L9x65 SE-AM4,600 - 2500 RPM,14.8 - 23.6 dB,N/A,65 mm,"AM4, AM5, LGA1700",No,No,8
APNX AP1-V,https://m.media-amazon.com/images/I/41Y0TzKI3iL.jpg,$49.90 ,APNX,N/A,"AP1-5pipe ARGB WH, APTC-PF30517.21",600 - 1800 RPM,16.1 - 32.8 dB,White,165 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
be quiet! Dark Rock TF 2,//cdna.pcpartpicker.com/static/forever/images/product/86f71b34e9f91af088d09a4aaac766c2.256p.jpg,$89.90 ,be quiet!,Dark Rock TF 2,BK031,1400 RPM,N/A,Black,134 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Thermalright Assassin King SE,https://m.media-amazon.com/images/I/41g9E3Ql8JL.jpg,$19.89 ,Thermalright,N/A,"AK120 SE-d6, TL-AK120 SE",1550 RPM,25.6 dB,Silver / Gray,148 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Fractal Design Lumen S36 RGB V2,//cdna.pcpartpicker.com/static/forever/images/product/8a8ee242a049d31b5fdfb28ed97771f1.256p.jpg,$134.98 ,Fractal Design,Lumen S36 RGB V2,FD-W-L1-S3612,500 - 2000 RPM,10 - 33.2 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Deepcool LE500,//cdna.pcpartpicker.com/static/forever/images/product/b215a5dd6cbfed83d595c45034494ea5.256p.jpg,,Deepcool,LE500,R-LE500-BKLNMC-G-1,500 - 2250 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 240 mm,No,8
Noctua NH-U9DXi4,//cdna.pcpartpicker.com/static/forever/images/product/b47e85473999f3d5bbc04086f8d2e398.256p.jpg,$64.95 ,Noctua,N/A,NH-U9DXi4,300 - 1600 RPM,13.1 - 17.6 dB,N/A,125 mm,"AM4, AM5, LGA1366, LGA2011, LGA2011-3, LGA2011-3 Narrow, LGA2066",No,No,8
Noctua NH-D14,//cdna.pcpartpicker.com/static/forever/images/product/f56aa3303c9d422e0185a480bd65ac94.256p.jpg,,Noctua,N/A,NH-D14,900 - 1200 RPM,12.6 - 19.8 dB,N/A,160 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700",No,No,8
NZXT Kraken X62,//cdna.pcpartpicker.com/static/forever/images/product/88a46cbc0fb9422db89ab2d7c1b81e88.256p.jpg,,NZXT,Kraken X62,RL-KRX62-01,500 - 1800 RPM,21 - 38 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,8
Thermalright SI-100,https://m.media-amazon.com/images/I/41VcxNI+w8L.jpg,$26.90 ,Thermalright,N/A,SI-100 BLACK,2000 RPM,27.7 dB,Blue,100 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Noctua NH-C14S,//cdna.pcpartpicker.com/static/forever/images/product/224a71c7ddb83507e50721fd3424e7f7.256p.jpg,$79.95 ,Noctua,N/A,NH-C14S,300 - 1500 RPM,19.2 - 24.6 dB,N/A,142 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,8
Corsair H100i PRO RGB,//cdna.pcpartpicker.com/static/forever/images/product/727b2d396d060c5982ad3fa62e0fdd42.256p.jpg,,Corsair,H100i PRO RGB,CW-9060033-WW,2400 RPM,37 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Thermalright Silver Soul 110,https://m.media-amazon.com/images/I/41lkEno4oGL.jpg,$35.90 ,Thermalright,Silver Soul 110,SS110 BLACK,2500 RPM,23 dB,Black,110 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
MSI MPG CORELIQUID K360,//cdna.pcpartpicker.com/static/forever/images/product/5c55574ad25a0fe19a2467f1e0341564.256p.jpg,$390.00 ,MSI,N/A,"MPG CORELIQUID K360, 9S6-6A0321-016, CLK360",N/A,39.9 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,7
Deepcool AG620 WH ARGB,//cdna.pcpartpicker.com/static/forever/images/product/91e7ed02a1ea1e11072d5dc40500cce9.256p.jpg,$57.99 ,Deepcool,AG620 WH ARGB,"R-AG620-WHANMN-G-2, AG620 WH ARGB",300 - 1850 RPM,29.4 dB,White,157 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Cooler Master MasterLiquid ML360 Sub-Zero EVO,//cdna.pcpartpicker.com/static/forever/images/product/4c0ec293c4e1ca0926c920717223f084.256p.jpg,,Cooler Master,MasterLiquid ML360 Sub-Zero EVO,MLZ-D36M-A24PZ-17,N/A,30 dB,Black,N/A,LGA1700,Yes - 360 mm,No,8
