Name,Image URL,Price,Manufacturer,Model,Part #,Fan RPM,Noise Level,Color,Height,CPU Socket,Water Cooled,Fanless,Specs Number
be quiet! Dark Rock Pro TR4,//cdna.pcpartpicker.com/static/forever/images/product/423e167605a263167222de9c3f50f723.256p.jpg,$142.07 ,be quiet!,Dark Rock Pro TR4,BK023,1200 - 1500 RPM,12.8 - 24.3 dB,Black,163 mm,"sTR4, sTRX4",No,No,10
Phanteks Glacier One 360MPH,//cdna.pcpartpicker.com/static/forever/images/product/f02077eb725d937ab8b105fed8c73e84.256p.jpg,$330.00 ,Phanteks,Glacier One 360MPH,PH-GO360MPH_DWT01,500 - 2200 RPM,18 - 34.2 dB,White,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Corsair A500,//cdna.pcpartpicker.com/static/forever/images/product/4696bab6763250c2a8379c835691fb2c.256p.jpg,$89.99 ,Corsair,A500,CT-9010003-WW,2400 RPM,36 dB,Black / Silver,169 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA2011, LGA2011-3, LGA2066",No,No,10
Corsair iCUE H100i ELITE LCD,//cdna.pcpartpicker.com/static/forever/images/product/56ee5dde84819a59d89b0c83feff2f62.256p.jpg,$219.67 ,Corsair,iCUE H100i ELITE LCD,CW-9060061-WW,450 - 2000 RPM,10 - 30.4 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Deepcool GAMMAXX 400 V2,//cdna.pcpartpicker.com/static/forever/images/product/53a5d1db1aded6277f8d74a57d3f1a70.256p.jpg,,Deepcool,GAMMAXX 400 V2,"DP-MCH4-GMX400V2-BL, GAMMAXX400V2-BLUE-US, GAMMAXX 400 V2(Blue)",500 - 1650 RPM,N/A,Black / Blue,155 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700",No,No,9
Alpenföhn Glacier Water 280,//cdna.pcpartpicker.com/static/forever/images/product/36258f27ef65d6a6e4543c001aadaf31.256p.jpg,,Alpenföhn,Glacier Water 280,84000000189,500 - 2000 RPM,36.4 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,9
Antec A400i,//cdna.pcpartpicker.com/static/forever/images/product/19fe542ce3692866f04e00e7b433d78c.256p.jpg,$27.33 ,Antec,N/A,0-761345-10913-0,800 - 1800 RPM,20 - 36 dB,Black / Silver,155 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1366, LGA1700",No,No,9
be quiet! Pure Loop 2,//cdna.pcpartpicker.com/static/forever/images/product/acc04e530919eddce841992a9790af88.256p.jpg,$99.90 ,be quiet!,N/A,BW018,N/A,15.4 - 33.8 dB,Black,42 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 280 mm,No,8
Gelid Solutions Liquid 120,https://m.media-amazon.com/images/I/41yflQ+vuFL.jpg,$64.98 ,Gelid Solutions,Liquid 120,CC-AIO-120-A,750 - 1800 RPM,29.6 dB,Black,56 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,10
Fractal Design Lumen S24 V2,//cdna.pcpartpicker.com/static/forever/images/product/993d12341e2910981be11bd3e787914e.256p.jpg,,Fractal Design,Lumen S24 V2,FD-W-L1-S2411,500 - 2000 RPM,10 - 33.2 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Thermaltake TH120 V2 ARGB Sync,https://m.media-amazon.com/images/I/31UarrY+PsL.jpg,$69.98 ,Thermaltake,TH120 V2 ARGB Sync,CL-W363-PL12SW-A,500 - 2000 RPM,25.8 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,9
Deepcool GAMMAXX GTE V2,//cdna.pcpartpicker.com/static/forever/images/product/b3255d5f89655429300caed3abff0010.256p.jpg,,Deepcool,GAMMAXX GTE V2,DP-MCH4-GMX-GTEV2,500 - 1650 RPM,27.8 dB,Black / White,158 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700",No,No,10
Cooler Master X Dream I117,//cdna.pcpartpicker.com/static/forever/images/product/0cce75ecfd1ed4563eef059a350147f9.256p.jpg,,Cooler Master,X Dream I117,RR-X117-18FP-R1,1800 RPM,N/A,N/A,60 mm,"LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,8
Lian Li GALAHAD AIO 240 RGB,//cdna.pcpartpicker.com/static/forever/images/product/5d56a7077890f0a9fb9dc59c7a44e39c.256p.jpg,,Lian Li,GALAHAD AIO 240 RGB,GALAHAD AIO 240 RGB WHITE,800 - 1900 RPM,N/A,White / Silver,62 mm,"AM4, AM5, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Thermalright Assassin King 90,https://m.media-amazon.com/images/I/41s+YkMfsdL.jpg,$22.99 ,Thermalright,Assassin King 90,Assassin King 90-D3,2500 RPM,27.3 dB,Black / Silver,125 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Asus ROG STRIX LC II ARGB,https://m.media-amazon.com/images/I/31dJ6zi+RDL.jpg,$149.99 ,Asus,N/A,"ROG STRIX LC II 240 ARGB WHITE EDITION, ROG STRIX LC II 240 ARGB WE",800 - 2500 RPM,37.6 dB,White / Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011-3 Narrow",Yes - 240 mm,No,8
Corsair H110i,https://m.media-amazon.com/images/I/41UGT+ccR7L.jpg,$299.97 ,Corsair,H110i,CW-9060026-WW,2100 RPM,43 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,8
NZXT Kraken X63 RGB,//cdna.pcpartpicker.com/static/forever/images/product/7cc6ec59c110357c95ea05e53d03f833.256p.jpg,,NZXT,Kraken X63 RGB,RL-KRX63-R1,500 - 1500 RPM,22 - 33 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,9
Deepcool GAMMAXX L240 V2,//cdna.pcpartpicker.com/static/forever/images/product/72079115f88c15458a68554668fa0789.256p.jpg,,Deepcool,GAMMAXX L240 V2,DP-H12RF-GL240V2,500 - 1800 RPM,30 dB,Black / White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
ID-COOLING ZOOMFLOW 360 XT,//cdna.pcpartpicker.com/static/forever/images/product/ac39c7cde00facda15dd461753f4766b.256p.jpg,$99.99 ,ID-COOLING,N/A,"ZOOMFLOW 360 XT, ZOOMFLOW 360 XT AZ",500 - 1500 RPM,13.8 - 30.5 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
ARCTIC Freezer i35 A-RGB,//cdna.pcpartpicker.com/static/forever/images/product/a094d4a8a922f6d7d87006cdb75714b9.256p.jpg,$45.71 ,ARCTIC,Freezer i35 A-RGB,ACFRE00104A,200 - 1700 RPM,N/A,Black,158 mm,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Cooler Master MasterAir MA624 Stealth,//cdna.pcpartpicker.com/static/forever/images/product/8e7643f1b312b88f2f87384ffddb949b.256p.jpg,$39.99 ,Cooler Master,MasterAir MA624 Stealth,MAM-D6PS-314PK-R1,650 - 1400 RPM,10 - 27 dB,Black,160 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
ENDORFY Fortis 5,//cdna.pcpartpicker.com/static/forever/images/product/69c30d2a2dc0573a39826e5707b0fa85.256p.jpg,$67.14 ,ENDORFY,Fortis 5,EY3A008,250 - 1400 RPM,N/A,Black / Silver,159 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Antec A30,//cdna.pcpartpicker.com/static/forever/images/product/ca53326d29a16839f893e08509217a30.256p.jpg,,Antec,N/A,"A30, 0-761345-10922-2",1750 RPM,20 dB,N/A,123 mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,8
Scythe Mugen 5 Black Edition Rev.C,https://m.media-amazon.com/images/I/41lHDBCdhAL.jpg,$52.95 ,Scythe,N/A,SCMG-5200BE,300 - 1500 RPM,4 - 28.6 dB,Black,154 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Asus ROG STRIX LC 360 RGB White Edition,https://m.media-amazon.com/images/I/41eL2uyqecL.jpg,$249.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jonsbo CR-1400,//cdna.pcpartpicker.com/static/forever/images/product/eff4e73dc60de3bdeefae59ebf8d7f3f.256p.jpg,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cooler Master MasterLiquid ML240L RGB,//cdna.pcpartpicker.com/static/forever/images/product/a34cda2e4fd2837ff90811e8395be84b.256p.jpg,$118.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ID-COOLING FROZN A610 BLACK,https://m.media-amazon.com/images/I/41AIgjTP-tL.jpg,$39.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fractal Design Lumen S28 RGB V2,//cdna.pcpartpicker.com/static/forever/images/product/c1fa94b7baddf7fa1f6c0c03c90524f4.256p.jpg,$173.88 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Asus ROG Ryujin III ARGB,//cdna.pcpartpicker.com/static/forever/images/product/1339110670939a328c3af6689b8bd9ec.256p.jpg,$229.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vetroo U6 Pro,//cdna.pcpartpicker.com/static/forever/images/product/02b7826b490055dc815e7e7b33446f89.256p.jpg,$34.99 ,Vetroo,U6 Pro,VT-CPU-U6PRO-BK,700 - 1500 RPM,18.1 - 30.5 dB,Black,152 mm,"AM4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
ID-COOLING PINKFLOW 240 Diamond,//cdna.pcpartpicker.com/static/forever/images/product/af417d520c0d9b1de0c7ad56f94ff9bd.256p.jpg,$99.99 ,ID-COOLING,N/A,"PINKFLOW 240 Diamond, PINKFLOW 240 DIAMOND EDITION",900 - 2000 RPM,16.3 - 33.5 dB,Pink,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Scythe Mugen 5 PCGH Edition,https://images-eu.ssl-images-amazon.com/images/I/51gdHVQMX0L.jpg,$77.04 ,Scythe,Mugen 5 PCGH Edition,SCMG-5PCGH,300 - 800 RPM,4 - 14.5 dB,Silver / Black,155 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
be quiet! Pure Loop 2,//cdna.pcpartpicker.com/static/forever/images/product/67938c8a7fe42fd14f1ec05d96ec8bab.256p.jpg,$89.90 ,be quiet!,N/A,BW017,N/A,15.4 - 34.9 dB,Black,42 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 240 mm,No,8
Iceberg Thermal IceSLEET G3,//cdna.pcpartpicker.com/static/forever/images/product/8feb86bd17f8ef727e63c377486d6c90.256p.jpg,$17.98 ,Iceberg Thermal,IceSLEET G3,ICESLEETG3-DGG-00A,600 - 1200 RPM,20.5 dB,Black / Gray,156 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700",No,No,10
Deepcool UD511 RGB,https://m.media-amazon.com/images/I/41Soy-B3qBL.jpg,,Deepcool,UD511 RGB,R-UD551-BKAMAB-G-1,500 - 1800 RPM,26.8 dB,Black,71 mm,AM4,No,No,10
ID-COOLING FROSTFLOW X,//cdna.pcpartpicker.com/static/forever/images/product/e35753cbf265ef2b0edebf1c84825012.256p.jpg,,ID-COOLING,N/A,FROSTFLOW X 240,700 - 1800 RPM,18 - 35.2 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,7
Asus ROG RYUJIN II,//cdna.pcpartpicker.com/static/forever/images/product/ca788d1a78b4299fcdef0c4aadc237b8.256p.jpg,$182.49 ,Asus,N/A,"ROG RYUJIN II 240, 90RC00A0-M0AAY0",450 - 2000 RPM,29.7 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Thermaltake TOUGHLIQUID Ultra,//cdna.pcpartpicker.com/static/forever/images/product/cf570db85b471c0fcdd82742d4bf30a3.256p.jpg,$219.99 ,Thermaltake,N/A,CL-W366-PL14BL-A,500 - 2000 RPM,33.2 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 420 mm,No,8
Cooler Master MasterLiquid ML240R RGB,//cdna.pcpartpicker.com/static/forever/images/product/ed4aa103ab75bf06e3e1c711559256d4.256p.jpg,$147.83 ,Cooler Master,MasterLiquid ML240R RGB,MLX-D24M-A20PC-R1,650 - 2000 RPM,6 - 30 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Noctua NH-U12DXi4,//cdna.pcpartpicker.com/static/forever/images/product/812e191cf233d1918eef38cba009b762.med.256p.jpg,$74.95 ,Noctua,N/A,NH-U12DXi4,300 - 1500 RPM,18.6 - 22.4 dB,N/A,158 mm,"AM4, AM5, LGA1366, LGA2011, LGA2011-3, LGA2011-3 Narrow, LGA2066",No,No,8
ID-COOLING SL240,https://m.media-amazon.com/images/I/41ZS8bLJaWL.jpg,$139.99 ,ID-COOLING,SL240,SL240 WHITE,500 - 2000 RPM,29.9 dB,White,58 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,10
Fractal Design Celsius S24,//cdna.pcpartpicker.com/static/forever/images/product/8f513549c3aee4c86ffc997c3f19949a.256p.jpg,$126.40 ,Fractal Design,Celsius S24,"FD-WCU-CELSIUS-S24-BK, WCU-CELSIUS-S24-BK",500 - 2000 RPM,32.2 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
ENDORFY Spartan 5 ARGB,//cdna.pcpartpicker.com/static/forever/images/product/b0d3892844dd3a4779ae47e5fcb31ce9.256p.jpg,$37.47 ,ENDORFY,N/A,EY3A002,250 - 1500 RPM,N/A,Black / Silver,146 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,8
Jonsbo CR-1000,//cdna.pcpartpicker.com/static/forever/images/product/b7c2a068e38a4440f13dfe6b94edf5ab.256p.jpg,,Jonsbo,N/A,"CR-1000, CR1000 COLOR",700 - 1800 RPM,20.55 - 37.2 dB,Black,158 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Thermalright Aqua Elite ARGB V2,https://m.media-amazon.com/images/I/311t6b5nnkL.jpg,,Thermalright,N/A,"Aqua Elite 360 WHITE ARGB V2, AE360 WHITE ARGB V2-D5",2000 RPM,28.2 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,7
Enermax AQUAFUSION ADV 360,//cdna.pcpartpicker.com/static/forever/images/product/522217d5a8e4f820be08aafefd8bdfa1.256p.jpg,$99.99 ,Enermax,AQUAFUSION ADV 360,ELC-AQFA360-SQA,500 - 2000 RPM,15 - 32.6 dB,Black,54 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,10
Deepcool AN600,//cdna.pcpartpicker.com/static/forever/images/product/4641df5058deecda70437c9792c61095.256p.jpg,$55.98 ,Deepcool,N/A,AN 600,500 - 1850 RPM,20.4 - 24.2 dB,Black / Silver,67 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
NZXT Kraken X72,//cdna.pcpartpicker.com/static/forever/images/product/4cf4c2eb341c289bf56b0c0dee237e7b.256p.jpg,,NZXT,Kraken X72,RL-KRX72-01,500 - 2000 RPM,21 - 36 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Enermax LIQMAX III 240 ARGB,//cdna.pcpartpicker.com/static/forever/images/product/9e46236deb61baff33952558b93cee09.256p.jpg,$64.99 ,Enermax,LIQMAX III 240 ARGB,ELC-LMT240-W-ARGB,500 - 1600 RPM,14 - 27 dB,White / Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
ENDORFY Fera 5 ARGB,//cdna.pcpartpicker.com/static/forever/images/product/b197a8b3e3cd75873e5fa20e42201e8f.256p.jpg,$58.03 ,ENDORFY,Fera 5 ARGB,EY3A007,250 - 1800 RPM,N/A,Black / Silver,155 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Thermaltake TH120 ARGB Sync,//cdna.pcpartpicker.com/static/forever/images/product/d7f04074b0b06fcdeda99d3eef54cc19.256p.jpg,$59.78 ,Thermaltake,TH120 ARGB Sync,"CL-W285-PL12SW-A, CL-W285-PL12SW-B",1500 RPM,28.2 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",Yes - 120 mm,No,9
MSI MEG CORELIQUID S280,//cdna.pcpartpicker.com/static/forever/images/product/df5ce8233332b1b11b2ada3c3e4e86c8.256p.jpg,$273.56 ,MSI,MEG CORELIQUID S280,"MEG CoreLiquid S280, 9S6-6A0431-001, CLS280",N/A,24.9 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,8
Deepcool AK400,//cdna.pcpartpicker.com/static/forever/images/product/d1fe7c3e46b07d0df9ef8d21c7808be7.256p.jpg,,Deepcool,N/A,R-AK400-WPNPMN-G,500 - 1850 RPM,29 dB,Pink / White,155 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Asus ROG RYUO III 240 ARGB WHITE EDITION,//cdna.pcpartpicker.com/static/forever/images/product/bf64fbd976dbff6620914af04f1c3371.256p.jpg,$134.99 ,Asus,N/A,"ROG RYUO III 240 ARGB WHITE EDITION, ROG RYUO III 240 ARGB WHITE, ROG RYUO III 240 ARGB WHT",2200 RPM,36.45 dB,White,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 240 mm,No,8
ENDORFY Fortis 5 ARGB,//cdna.pcpartpicker.com/static/forever/images/product/1fdaf26399f361c2aaef3ea512f99635.256p.jpg,$79.73 ,ENDORFY,Fortis 5 ARGB,EY3A010,250 - 1400 RPM,N/A,Black / Silver,159 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Alphacool Core Ocean T38,//cdna.pcpartpicker.com/static/forever/images/product/a83549e848bf6a72d0c637d00af82bc5.256p.jpg,$79.00 ,Alphacool,N/A,13052,N/A,0 - 34.3 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,7
Deepcool ASSASSIN III,//cdna.pcpartpicker.com/static/forever/images/product/238cdc7e85e669fb09b3b8caaa092c72.256p.jpg,$79.98 ,Deepcool,N/A,"ASSASSIN III, DP-GS-MCH7-ASN-3",400 - 1400 RPM,34.2 dB,Black / Silver,165 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Asus ROG RYUJIN 360,//cdna.pcpartpicker.com/static/forever/images/product/d6493566dc09c44106d3f1ecbaf8ea3d.256p.jpg,$284.65 ,Asus,N/A,"ROG RYUJIN 360, 90RC0020-M0UAY0",450 - 2000 RPM,29.7 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
TEAMGROUP SIREN GD360E,https://m.media-amazon.com/images/I/31Xr+dmrqlL.jpg,$94.99 ,TEAMGROUP,SIREN GD360E,TB130602,600 - 2200 RPM,14.3 - 35.6 dB,White,49 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,10
Alpenföhn Panorama 2,//cdna.pcpartpicker.com/static/forever/images/product/80c63ece7b20620c3476e640b61997f5.256p.jpg,,Alpenföhn,N/A,84000000212,500 - 3000 RPM,N/A,Black,47 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,8
Noctua NH-D15 SE-AM4,https://m.media-amazon.com/images/I/41PAiA3k-+L.jpg,$109.95 ,Noctua,N/A,NH-D15 SE-AM4,1200 - 1500 RPM,19.2 - 24.6 dB,N/A,165 mm,"AM4, AM5, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,8
Zalman CNPS9X Performa ARGB,https://m.media-amazon.com/images/I/41zkRfDt0ML.jpg,$19.99 ,Zalman,N/A,"CNPS9X Performa ARGB White, CNPS9X Performa ARGB WH",700 - 1800 RPM,28 dB,White,157 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
be quiet! Pure Rock,https://m.media-amazon.com/images/I/41wGXPrSXyL.jpg,,be quiet!,Pure Rock,BK009,1500 RPM,19.1 - 26.8 dB,N/A,155 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,10
Scythe Big Shuriken 3 Rev.B,https://m.media-amazon.com/images/I/41f639GeLmL.jpg,,Scythe,Big Shuriken 3 Rev.B,SCBSK-3100,300 - 1800 RPM,2.58 - 27.8 dB,Black / Silver,67 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Deepcool R-AN600-BKNNMN-G,//cdna.pcpartpicker.com/static/forever/images/product/8c5a09ce484c3380539b04db5ee933e6.256p.jpg,$54.99 ,Deepcool,N/A,R-AN600-BKNNMN-G,500 - 1850 RPM,20 - 24.4 dB,Black / Silver,67 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
